0,21
5,29
10,19
15,20
20,20
25,14
30,19
35,19
40,12
45,14
50,19
55,24
60,19
65,11
70,18
75,12
80,17
85,12
90,11
95,13
100,10
105,13
110,10
115,12
120,7
125,13
130,9
135,15
140,12
145,13
150,22
155,7
160,15
165,12
170,11
175,8
180,9
185,12
190,8
195,10
200,13
205,24
210,20
215,13
220,17
225,11
230,17
235,21
240,18
245,16
250,21
255,23
260,32
265,27
270,27
275,25
280,31
285,31
290,42
295,42
300,40
305,42
310,54
315,56
320,63
325,77
330,72
335,76
340,90
345,85
350,91
355,72
360,84
365,82
370,94
375,78
380,89
385,84
390,108
395,80
400,96
405,117
410,123
415,103
420,122
425,92
430,98
435,115
440,142
445,127
450,113
455,141
460,135
465,152
470,130
475,131
480,135
485,118
490,141
495,140
500,158
505,138
510,139
515,128
520,154
525,152
530,146
535,143
540,134
545,141
550,118
555,124
560,108
565,130
570,116
575,98
580,119
585,121
590,134
595,96
600,86
605,110
610,104
615,84
620,113
625,117
630,93
635,124
640,98
645,103
650,104
655,106
660,83
665,117
670,85
675,106
680,103
685,82
690,88
695,100
700,88
705,110
710,104
715,109
720,104
725,107
730,93
735,115
740,94
745,103
750,101
755,105
760,89
765,104
770,86
775,108
780,96
785,89
790,104
795,109
800,101
805,93
810,90
815,96
820,109
825,108
830,98
835,115
840,109
845,96
850,136
855,132
860,120
865,118
870,135
875,118
880,129
885,144
890,124
895,143
900,125
905,135
910,133
915,137
920,147
925,139
930,135
935,129
940,128
945,149
950,138
955,129
960,115
965,141
970,119
975,134
980,146
985,113
990,120
995,120
1000,128
1005,140
1010,132
1015,133
1020,126
1025,116
1030,139
1035,137
1040,131
1045,124
1050,141
1055,124
1060,116
1065,123
1070,134
1075,110
1080,118
1085,114
1090,111
1095,115
1100,100
1105,93
1110,99
1115,103
1120,103
1125,104
1130,89
1135,98
1140,86
1145,92
1150,77
1155,101
1160,74
1165,75
1170,76
1175,74
1180,63
1185,87
1190,69
1195,54
1200,54
1205,55
1210,72
1215,60
1220,64
1225,54
1230,61
1235,53
1240,46
1245,42
1250,53
1255,69
1260,45
1265,53
1270,53
1275,63
1280,57
1285,45
1290,51
1295,35
1300,63
1305,46
1310,42
1315,52
1320,46
1325,46
1330,42
1335,34
1340,43
1345,30
1350,44
1355,38
1360,28
1365,39
1370,26
1375,28
1380,31
1385,27
1390,38
1395,33
1400,25
1405,26
1410,24
1415,29
1420,15
1425,21
1430,30
1435,16
0,21
5,23
10,19
15,19
20,15
25,16
30,16
35,11
40,15
45,12
50,23
55,10
60,7
65,7
70,9
75,8
80,4
85,13
90,6
95,9
100,10
105,9
110,17
115,9
120,12
125,9
130,7
135,8
140,4
145,8
150,11
155,18
160,15
165,6
170,12
175,14
180,5
185,14
190,9
195,9
200,11
205,18
210,11
215,19
220,15
225,18
230,20
235,20
240,9
245,19
250,23
255,22
260,27
265,18
270,28
275,31
280,30
285,29
290,36
295,35
300,41
305,47
310,50
315,55
320,56
325,66
330,79
335,76
340,87
345,98
350,91
355,85
360,76
365,73
370,102
375,80
380,96
385,110
390,113
395,119
400,109
405,129
410,120
415,127
420,108
425,117
430,125
435,135
440,113
445,143
450,120
455,139
460,145
465,125
470,133
475,155
480,139
485,134
490,123
495,152
500,140
505,148
510,153
515,158
520,150
525,151
530,154
535,152
540,121
545,126
550,129
555,128
560,129
565,131
570,99
575,114
580,104
585,124
590,124
595,111
600,93
605,91
610,120
615,94
620,120
625,97
630,93
635,111
640,109
645,121
650,101
655,101
660,103
665,92
670,95
675,109
680,106
685,105
690,117
695,107
700,116
705,87
710,108
715,119
720,88
725,93
730,102
735,90
740,115
745,116
750,81
755,100
